course_encoding,userid,exam_fail,final_fail,exam_gifted,final_gifted
38,4960,0,0,0,0
38,4961,0,0,0,0
38,4962,0,0,0,0
38,4963,0,0,0,1
38,4965,0,0,0,0
38,4966,0,0,0,0
38,4970,0,0,0,1
38,4971,1,1,0,0
38,4972,0,0,0,0
38,4975,0,0,0,0
38,4977,0,0,0,0
38,4980,0,0,0,0
38,4983,0,0,0,0
38,4998,0,0,0,0
38,4999,0,0,0,0
38,5000,0,0,0,0
38,5005,0,0,0,0
38,5007,0,0,0,0
38,5018,0,0,0,0
38,5019,0,0,0,0
38,5020,0,0,0,0
38,5022,0,0,0,0
38,5024,0,0,0,0
38,5025,0,0,0,1
38,5026,0,0,0,0
38,5027,0,0,0,1
38,5028,0,0,0,0
38,5029,0,0,0,1
38,5030,0,0,0,0
38,5031,0,0,1,1
38,5032,0,0,1,1
41,748,0,0,0,0
41,1565,0,0,1,1
41,3608,1,1,0,0
41,3823,0,0,1,1
41,5795,0,0,1,1
41,5860,0,0,1,1
41,5926,0,0,1,1
41,5981,0,0,1,1
41,6500,1,1,0,0
41,6623,0,0,0,0
41,6624,0,0,0,0
41,6634,1,1,0,0
41,6761,0,0,1,1
41,6975,0,0,1,1
41,6977,0,0,1,1
41,6978,0,0,1,1
41,6980,0,0,0,0
41,6981,1,1,0,0
41,6983,0,0,1,1
41,6988,0,0,0,0
41,6991,0,0,1,1
41,7010,0,0,1,1
41,7011,0,0,0,0
41,7012,1,1,0,0
41,7013,0,0,0,0
41,7014,0,0,0,0
41,7015,0,0,0,0
41,7016,0,0,0,0
41,7017,0,0,0,0
41,7019,0,0,0,0
41,7021,0,0,0,0
41,7023,0,0,0,0
41,7025,0,0,1,1
41,7026,0,0,0,0
41,7028,1,0,0,0
41,7029,0,0,0,0
41,7032,0,0,1,1
41,7033,0,0,0,0
41,7034,0,0,1,1
41,7035,0,0,0,0
41,7037,0,0,0,0
41,7038,0,0,1,1
41,7039,0,0,1,1
41,7040,0,0,0,0
41,7041,0,0,0,0
41,7042,0,0,1,0
41,7043,0,0,0,0
41,7044,0,0,1,1
41,7045,0,0,0,0
41,7046,0,0,0,0
41,7047,0,0,1,1
41,7048,0,0,0,0
41,7050,0,0,1,1
41,7052,0,0,0,0
41,7053,0,0,1,1
41,7054,0,0,0,0
41,7055,1,1,0,0
41,7056,0,0,0,0
41,7057,0,0,1,1
41,7058,0,0,1,1
41,7059,0,0,1,1
41,7060,0,0,1,1
41,7061,0,0,0,0
41,7062,0,0,1,1
41,7063,0,0,0,1
41,7066,0,0,1,0
41,7067,0,0,0,0
41,7068,0,0,0,0
41,7134,0,0,0,0
41,7185,1,0,0,0
41,7186,1,1,0,0
41,7187,0,0,0,0
41,7189,0,0,0,0
41,7190,0,0,0,0
41,7191,0,0,0,0
41,7192,0,0,0,0
41,7229,0,0,0,0
41,7233,0,0,0,0
41,7239,0,0,0,0
42,748,0,0,0,1
42,1565,0,0,1,1
42,3823,0,0,0,0
42,4971,0,0,1,1
42,5795,1,0,0,1
42,5860,0,0,0,0
42,5926,0,0,0,1
42,5981,0,0,1,1
42,6500,1,0,0,0
42,6623,0,0,0,0
42,6624,0,0,1,1
42,6634,1,0,0,0
42,6761,0,0,0,0
42,6975,0,0,0,1
42,6977,0,0,1,1
42,6978,0,0,1,1
42,6980,0,0,1,1
42,6981,1,0,0,1
42,6983,0,0,0,0
42,6988,0,0,1,1
42,6991,0,0,1,1
42,7010,0,0,1,1
42,7011,0,0,1,1
42,7012,1,1,0,0
42,7013,0,0,0,0
42,7014,0,0,1,1
42,7015,0,0,0,0
42,7016,0,0,0,0
42,7017,0,0,1,1
42,7019,0,0,1,1
42,7021,0,0,1,1
42,7023,0,0,0,0
42,7025,0,0,0,0
42,7026,0,0,1,1
42,7028,1,0,0,0
42,7029,0,0,0,0
42,7032,0,0,0,1
42,7033,0,0,0,0
42,7034,0,0,0,0
42,7035,1,0,0,1
42,7037,0,0,0,0
42,7038,0,0,0,0
42,7039,0,0,0,0
42,7040,0,0,0,0
42,7041,0,0,0,1
42,7042,0,0,0,0
42,7043,0,0,1,1
42,7044,0,0,1,1
42,7045,1,0,0,1
42,7046,0,0,0,0
42,7047,0,0,1,1
42,7048,0,0,1,1
42,7050,0,0,1,0
42,7052,0,0,1,1
42,7053,0,0,0,1
42,7054,1,0,0,0
42,7055,1,0,0,0
42,7056,0,0,0,0
42,7057,0,0,0,1
42,7058,0,0,0,0
42,7059,0,0,0,0
42,7060,0,0,0,0
42,7061,0,0,0,0
42,7062,0,0,0,0
42,7063,0,0,0,0
42,7064,1,1,0,0
42,7066,0,0,1,1
42,7067,1,0,0,1
42,7068,0,0,1,1
42,7134,0,0,1,1
42,7185,0,0,0,0
42,7186,1,0,0,0
42,7187,1,1,0,0
42,7189,0,0,0,0
42,7190,0,0,0,0
42,7191,1,0,0,0
42,7192,0,0,0,0
42,7229,0,0,0,0
42,7233,0,0,0,0
42,7239,0,0,1,1
43,748,0,0,1,1
43,1565,0,0,0,0
43,5795,0,0,1,1
43,5860,0,0,1,1
43,5926,0,0,0,0
43,5981,0,0,1,1
43,6500,0,0,0,0
43,6581,1,1,0,0
43,6623,0,0,1,1
43,6624,0,0,0,0
43,6634,1,1,0,0
43,6761,0,0,1,1
43,6766,1,1,0,0
43,6975,0,0,1,1
43,6977,0,0,1,1
43,6978,0,0,1,1
43,6980,0,0,0,0
43,6981,0,0,0,0
43,6983,0,0,0,0
43,6985,1,1,0,0
43,6988,0,0,0,0
43,6991,0,0,1,1
43,7010,0,0,0,0
43,7011,0,0,1,1
43,7012,1,1,0,0
43,7013,0,0,0,0
43,7014,0,0,0,0
43,7015,0,0,0,0
43,7016,0,0,1,1
43,7017,0,0,1,1
43,7019,0,0,1,1
43,7021,0,0,1,1
43,7023,0,0,0,0
43,7025,0,0,0,0
43,7026,0,0,1,1
43,7027,1,1,0,0
43,7028,0,0,0,0
43,7029,0,0,1,1
43,7032,0,0,1,1
43,7033,0,0,0,0
43,7034,0,0,1,1
43,7035,0,0,0,0
43,7037,0,0,0,0
43,7038,0,0,1,1
43,7039,0,0,0,0
43,7040,0,0,1,1
43,7041,0,0,0,0
43,7042,0,0,1,1
43,7043,0,0,0,0
43,7044,0,0,1,1
43,7045,0,0,1,1
43,7046,0,0,1,1
43,7047,0,0,1,1
43,7048,0,0,0,0
43,7049,1,1,0,0
43,7050,0,0,0,0
43,7052,0,0,1,1
43,7053,0,0,1,1
43,7054,0,0,1,1
43,7055,0,0,1,1
43,7056,0,0,1,1
43,7057,0,0,0,0
43,7058,0,0,1,1
43,7059,0,0,0,0
43,7060,0,0,0,0
43,7061,0,0,0,0
43,7062,0,0,0,0
43,7063,0,0,1,1
43,7064,1,1,0,0
43,7065,1,1,0,0
43,7066,0,0,1,1
43,7067,0,0,0,0
43,7068,0,0,1,1
43,7134,0,0,1,1
43,7149,0,0,0,0
43,7185,0,0,0,0
43,7186,0,0,0,0
43,7187,1,0,0,0
43,7189,0,0,1,1
43,7190,0,0,1,1
43,7191,1,1,0,0
43,7192,0,0,0,0
43,7229,0,0,0,0
43,7233,0,0,0,0
43,7239,0,0,1,1
48,2570,0,0,1,1
48,3955,0,0,0,0
48,5723,0,0,1,1
48,5777,0,0,0,0
48,5792,0,0,0,0
48,5811,0,0,1,1
48,5941,0,0,0,0
48,6498,0,0,0,0
48,6499,0,0,0,0
48,6501,0,0,0,0
48,6502,0,0,0,0
48,6503,0,0,0,0
48,6504,0,0,0,0
48,6505,0,0,0,0
48,6508,0,0,0,0
48,6509,0,0,0,0
48,6510,0,0,0,0
48,6511,1,1,0,0
48,6512,0,0,0,0
48,6588,0,0,0,0
48,6618,0,0,0,0
48,6619,0,0,0,0
48,6627,0,0,0,0
48,6632,0,0,0,0
48,6688,0,0,0,0
48,6689,0,0,0,0
48,6704,0,0,0,0
48,6705,0,0,0,0
48,6706,0,0,0,0
48,6713,0,0,1,1
48,6743,0,0,0,0
52,2570,1,1,0,0
52,3955,0,0,1,1
52,5723,1,1,0,0
52,5777,0,0,0,0
52,5792,0,0,0,0
52,5811,0,0,0,0
52,5941,0,0,1,1
52,6498,0,0,1,1
52,6499,0,0,1,1
52,6501,0,0,0,0
52,6502,0,0,0,0
52,6503,0,0,0,0
52,6504,0,0,0,0
52,6505,0,0,0,0
52,6508,0,0,0,0
52,6509,1,1,0,0
52,6510,0,0,0,0
52,6511,1,1,0,0
52,6512,0,0,0,0
52,6588,0,0,1,1
52,6618,0,0,1,1
52,6619,1,1,0,0
52,6627,0,0,0,0
52,6632,0,0,0,0
52,6688,0,0,0,0
52,6689,0,0,0,0
52,6704,0,0,0,0
52,6705,0,0,0,0
52,6706,0,0,1,1
52,6713,1,1,0,0
52,6743,0,0,1,1
56,2570,1,0,0,0
56,3955,0,0,1,1
56,5723,0,0,0,0
56,5777,0,0,0,1
56,5792,0,0,1,1
56,5811,0,0,0,0
56,5941,1,0,0,1
56,6498,0,0,0,0
56,6499,1,0,0,0
56,6501,0,0,1,0
56,6502,0,0,0,0
56,6503,0,0,1,1
56,6504,0,0,0,0
56,6505,0,0,0,0
56,6508,0,0,0,0
56,6509,1,1,0,0
56,6510,0,0,0,0
56,6511,0,0,1,1
56,6512,1,0,0,1
56,6588,0,0,0,0
56,6618,0,0,0,0
56,6619,1,1,0,0
56,6627,1,0,0,1
56,6632,0,0,0,0
56,6688,1,0,0,0
56,6689,0,0,0,0
56,6695,1,1,0,0
56,6704,0,0,0,0
56,6705,0,0,0,0
56,6706,1,1,0,0
56,6713,0,0,0,0
56,6743,1,1,0,0
58,2570,1,1,0,0
58,3955,0,0,0,0
58,5723,1,1,0,0
58,5777,0,0,1,0
58,5792,0,0,1,1
58,5811,0,0,0,0
58,5941,1,1,0,0
58,6498,1,1,0,0
58,6499,1,1,0,0
58,6501,0,0,0,0
58,6502,0,0,0,0
58,6503,1,1,0,0
58,6504,1,1,0,0
58,6505,1,0,0,0
58,6508,1,0,0,0
58,6509,1,1,0,0
58,6510,1,0,0,1
58,6512,1,1,0,0
58,6588,1,1,0,0
58,6618,0,0,0,0
58,6619,1,0,0,0
58,6627,1,1,0,0
58,6632,0,0,1,1
58,6688,1,0,0,0
58,6689,0,0,1,1
58,6695,1,1,0,0
58,6704,1,0,0,0
58,6705,1,0,0,0
58,6706,1,0,0,1
58,6713,1,1,0,0
58,6743,0,0,0,0
62,3821,0,0,1,1
62,3937,0,0,0,0
62,3976,0,0,0,0
62,4784,0,0,1,1
62,4819,0,0,0,0
62,4841,0,0,0,0
62,4847,0,0,0,0
62,4848,0,0,1,0
62,4849,0,0,0,0
62,4850,0,0,0,0
62,4856,0,0,1,1
62,4859,0,0,0,0
62,4860,1,0,0,1
62,4862,0,0,0,0
62,4864,0,0,1,1
62,4893,0,0,0,0
62,4894,1,0,0,0
62,4895,1,0,0,0
62,4896,0,0,0,0
62,4897,0,0,0,0
62,4899,0,0,1,0
62,4900,1,1,0,0
62,4902,1,0,0,0
62,4904,0,0,1,1
62,4905,0,0,0,1
62,4909,0,0,1,1
62,4911,0,0,0,0
62,4912,0,0,1,0
62,4913,0,0,0,0
62,4914,0,0,1,1
62,4915,0,0,0,0
62,4916,0,0,0,0
62,4917,0,0,0,0
62,4918,0,0,1,1
62,4919,1,0,0,1
62,4920,0,0,0,0
62,4921,0,0,0,0
62,4931,0,0,1,1
62,4934,0,0,1,1
66,4073,0,0,0,0
66,5720,1,1,0,0
66,5721,1,1,0,0
66,5848,0,0,1,1
66,5882,1,1,0,0
66,5951,0,0,0,0
66,5955,0,0,0,0
66,6157,1,1,0,0
66,6158,0,0,0,0
66,6159,0,0,0,0
66,6197,0,0,0,0
66,6198,0,0,0,0
66,6199,0,0,0,0
66,6200,0,0,1,1
66,6201,0,0,1,1
66,6202,0,0,1,1
66,6203,0,0,1,1
66,6204,0,0,0,0
66,6612,1,1,0,0
66,6640,0,0,0,0
66,6674,0,0,0,0
66,6676,0,0,1,1
66,6677,0,0,1,1
66,6702,0,0,0,0
66,6744,0,0,0,0
67,1140,1,1,0,0
67,2939,1,1,0,0
67,2952,0,0,0,0
67,2983,0,0,1,1
67,3499,1,1,0,0
67,4073,1,1,0,0
67,5720,0,0,1,1
67,5721,1,1,0,0
67,5788,0,0,1,1
67,5848,0,0,0,0
67,5882,1,1,0,0
67,5951,0,0,0,0
67,5955,1,1,0,0
67,5978,0,0,1,1
67,6158,0,0,0,0
67,6159,0,0,0,0
67,6198,1,1,0,0
67,6199,1,1,0,0
67,6200,0,0,0,0
67,6201,1,1,0,0
67,6202,0,0,0,0
67,6203,1,1,0,0
67,6425,0,0,1,1
67,6640,0,0,0,0
67,6674,0,0,0,0
67,6676,0,0,0,0
67,6677,0,0,0,0
67,6702,0,0,1,1
67,6744,0,0,0,0
68,454,1,0,0,0
68,871,1,1,0,0
68,960,0,0,0,0
68,1036,1,1,0,0
68,1081,1,1,0,0
68,1528,0,0,0,0
68,1531,0,0,0,1
68,1534,0,0,0,0
68,1536,0,0,0,0
68,1540,0,0,0,0
68,1543,0,0,0,0
68,1545,0,0,0,0
68,1546,1,0,0,1
68,1554,0,0,0,0
68,1557,1,0,0,0
68,1558,0,0,0,0
68,1559,0,0,0,0
68,1562,1,0,0,0
68,1573,0,0,0,0
68,1575,0,0,0,0
68,1578,0,0,1,0
68,1579,0,0,0,0
68,1588,0,0,0,1
68,1596,0,0,0,0
68,1612,0,0,0,1
68,1624,0,0,1,1
68,1670,0,0,0,0
68,1808,1,1,0,0
68,1810,0,0,0,0
68,1823,0,0,1,1
68,1834,0,0,0,0
68,2955,1,1,0,0
68,2993,1,1,0,0
68,3017,1,1,0,0
68,3058,1,1,0,0
68,4037,1,1,0,0
68,4044,0,0,0,0
68,4456,1,1,0,0
68,4585,1,1,0,0
68,5725,0,0,0,0
68,5730,0,0,1,1
68,5731,1,0,0,0
68,5732,0,0,0,0
68,5733,0,0,1,0
68,5734,0,0,0,0
68,5737,0,0,0,0
68,5752,0,0,0,0
68,5755,1,1,0,0
68,5758,0,0,0,1
68,5768,1,1,0,0
68,5772,1,0,0,1
68,5774,1,1,0,0
68,5778,0,0,0,0
68,5781,0,0,1,0
68,5783,0,0,0,0
68,5785,1,1,0,0
68,5793,0,0,0,0
68,5797,1,0,0,0
68,5817,0,0,1,1
68,5819,0,0,0,0
68,5828,0,0,0,0
68,5833,0,0,0,0
68,5841,0,0,1,1
68,5847,1,0,0,0
68,5863,0,0,0,0
68,5864,0,0,0,0
68,5865,1,1,0,0
68,5867,0,0,1,1
68,5869,1,0,0,0
68,5870,0,0,0,0
68,5871,0,0,0,0
68,5873,0,0,0,0
68,5874,0,0,0,0
68,5878,0,0,1,1
68,5879,1,1,0,0
68,5891,0,0,1,1
68,5912,1,0,0,0
68,5913,0,0,0,0
68,5918,0,0,0,0
68,5919,1,1,0,0
68,5920,0,0,0,1
68,5921,1,1,0,0
68,5923,0,0,0,0
68,5938,0,0,1,0
68,5939,0,0,1,0
68,5943,1,0,0,0
68,5944,1,1,0,0
68,5946,1,1,0,0
68,5952,1,0,0,0
68,5953,0,0,0,1
68,5958,0,0,1,1
68,5963,0,0,0,0
68,5970,0,0,0,0
68,5971,0,0,0,1
68,5972,0,0,0,0
68,5988,0,0,0,0
68,5989,1,0,0,0
68,6205,1,0,0,0
68,6206,1,0,0,0
68,6207,0,0,0,0
68,6208,0,0,0,0
68,6209,1,1,0,0
68,6210,1,0,0,0
68,6212,0,0,0,0
68,6213,0,0,1,1
68,6214,0,0,0,0
68,6218,0,0,1,1
68,6219,0,0,0,0
68,6220,0,0,1,1
68,6221,1,0,0,1
68,6222,1,1,0,0
68,6223,0,0,0,0
68,6224,1,1,0,0
68,6225,1,0,0,1
68,6226,1,1,0,0
68,6228,0,0,1,0
68,6230,0,0,0,0
68,6231,0,0,0,0
68,6232,0,0,0,0
68,6233,0,0,0,1
68,6234,1,0,0,0
68,6235,0,0,0,0
68,6236,0,0,1,1
68,6238,1,1,0,0
68,6239,1,1,0,0
68,6242,1,0,0,0
68,6243,0,0,0,1
68,6245,0,0,1,1
68,6246,1,1,0,0
68,6248,0,0,0,0
68,6249,1,1,0,0
68,6250,0,0,0,1
68,6251,1,1,0,0
68,6252,1,1,0,0
68,6253,0,0,0,0
68,6255,1,1,0,0
68,6256,0,0,1,1
68,6257,0,0,0,0
68,6258,0,0,0,0
68,6259,1,1,0,0
68,6260,0,0,0,0
68,6261,0,0,1,1
68,6262,0,0,0,0
68,6264,1,1,0,0
68,6265,0,0,0,0
68,6267,1,1,0,0
68,6268,1,0,0,0
68,6269,0,0,0,1
68,6270,0,0,1,1
68,6272,0,0,0,0
68,6273,1,0,0,1
68,6274,1,1,0,0
68,6275,0,0,0,0
68,6276,0,0,0,0
68,6277,0,0,0,0
68,6278,1,1,0,0
68,6280,1,1,0,0
68,6281,1,1,0,0
68,6282,0,0,0,0
68,6284,0,0,0,0
68,6285,0,0,0,0
68,6286,0,0,1,1
68,6287,1,0,0,0
68,6288,0,0,0,1
68,6289,0,0,0,0
68,6290,0,0,0,0
68,6291,1,1,0,0
68,6292,1,1,0,0
68,6293,1,1,0,0
68,6631,1,0,0,0
68,6696,1,1,0,0
69,871,0,0,0,0
69,1036,0,0,0,0
69,1081,0,0,0,0
69,1528,0,0,0,0
69,1531,0,0,0,0
69,1534,0,0,0,0
69,1536,0,0,0,0
69,1540,0,0,0,0
69,1543,0,0,0,0
69,1545,0,0,0,0
69,1546,0,0,0,0
69,1554,0,0,0,0
69,1557,0,0,0,0
69,1558,0,0,0,0
69,1559,0,0,0,0
69,1562,0,0,0,0
69,1573,0,0,1,1
69,1575,0,0,0,0
69,1578,0,0,1,1
69,1579,0,0,1,1
69,1588,0,0,0,0
69,1596,0,0,0,0
69,1612,0,0,0,0
69,1624,0,0,0,0
69,1670,0,0,0,0
69,1808,0,0,0,0
69,1810,0,0,0,0
69,1823,0,0,1,1
69,1834,0,0,1,1
69,2955,0,0,0,0
69,3002,1,1,0,0
69,4037,0,0,1,1
69,4044,0,0,0,0
69,4523,0,0,1,1
69,5725,0,0,1,1
69,5730,0,0,1,1
69,5731,0,0,0,0
69,5732,0,0,1,1
69,5733,0,0,0,1
69,5734,0,0,0,0
69,5737,0,0,0,0
69,5752,1,1,0,0
69,5755,1,1,0,0
69,5758,0,0,1,1
69,5768,1,1,0,0
69,5774,1,1,0,0
69,5778,0,0,0,0
69,5781,0,0,0,0
69,5783,0,0,1,1
69,5785,0,0,0,0
69,5793,1,1,0,0
69,5797,0,0,1,1
69,5817,0,0,0,0
69,5819,0,0,1,1
69,5828,0,0,0,0
69,5833,0,0,0,0
69,5841,0,0,0,0
69,5847,0,0,0,0
69,5863,0,0,0,0
69,5864,0,0,0,0
69,5867,0,0,1,1
69,5869,0,0,0,0
69,5870,0,0,0,0
69,5871,0,0,0,0
69,5873,0,0,0,0
69,5874,0,0,0,0
69,5878,0,0,0,0
69,5879,0,0,1,1
69,5891,1,1,0,0
69,5912,0,0,1,1
69,5913,0,0,1,1
69,5918,0,0,0,0
69,5919,0,0,0,0
69,5920,0,0,0,0
69,5921,1,1,0,0
69,5923,0,0,0,0
69,5938,0,0,1,1
69,5939,0,0,0,0
69,5943,0,0,1,1
69,5944,0,0,1,1
69,5946,0,0,0,0
69,5952,1,1,0,0
69,5958,0,0,1,1
69,5970,0,0,0,0
69,5971,0,0,0,0
69,5972,0,0,1,1
69,5988,0,0,0,0
69,5989,0,0,1,1
69,6205,0,0,0,0
69,6206,0,0,0,0
69,6207,0,0,0,0
69,6208,0,0,1,1
69,6209,0,0,1,1
69,6210,0,0,0,0
69,6212,0,0,0,0
69,6213,0,0,1,1
69,6214,0,0,0,0
69,6219,0,0,1,1
69,6220,0,0,0,0
69,6221,1,1,0,0
69,6222,0,0,1,1
69,6223,0,0,0,0
69,6224,0,0,1,1
69,6225,0,0,0,0
69,6226,0,0,0,0
69,6228,0,0,0,0
69,6230,0,0,0,1
69,6231,0,0,0,0
69,6232,0,0,0,0
69,6233,0,0,0,0
69,6234,0,0,0,0
69,6235,0,0,0,0
69,6236,0,0,0,0
69,6238,0,0,0,0
69,6239,0,0,0,0
69,6242,0,0,0,0
69,6243,0,0,0,0
69,6245,1,1,0,0
69,6246,1,0,0,0
69,6249,0,0,0,0
69,6250,0,0,1,1
69,6251,1,1,0,0
69,6252,0,0,0,0
69,6253,0,0,1,1
69,6255,0,0,0,0
69,6256,0,0,0,0
69,6257,0,0,0,0
69,6258,1,1,0,0
69,6259,0,0,0,0
69,6260,0,0,0,0
69,6261,0,0,1,1
69,6262,0,0,0,0
69,6264,0,0,1,1
69,6265,0,0,0,0
69,6267,0,0,0,0
69,6268,0,0,0,0
69,6269,0,0,1,1
69,6270,0,0,0,0
69,6272,0,0,1,1
69,6273,0,0,0,0
69,6274,0,0,0,0
69,6275,0,0,0,0
69,6276,0,0,1,1
69,6277,0,0,0,0
69,6278,1,1,0,0
69,6279,1,1,0,0
69,6280,1,1,0,0
69,6281,0,0,0,0
69,6282,0,0,0,0
69,6284,0,0,1,1
69,6285,0,0,0,0
69,6286,0,0,0,0
69,6287,1,0,0,0
69,6288,0,0,0,0
69,6289,0,0,0,0
69,6290,0,0,0,0
69,6291,0,0,0,0
69,6292,0,0,0,0
69,6293,0,0,1,1
69,6631,0,0,0,0
69,6696,1,1,0,0
70,454,1,0,0,0
70,1036,0,0,0,0
70,1528,0,0,0,0
70,1531,0,0,0,0
70,1534,0,0,0,0
70,1536,0,0,1,1
70,1540,0,0,0,0
70,1543,0,0,0,0
70,1545,0,0,0,0
70,1546,0,0,0,1
70,1554,0,0,0,1
70,1557,0,0,1,0
70,1558,0,0,0,0
70,1559,0,0,0,0
70,1562,1,0,0,1
70,1573,0,0,0,0
70,1575,0,0,1,1
70,1578,0,0,1,1
70,1579,0,0,0,0
70,1588,0,0,0,1
70,1596,0,0,0,0
70,1612,0,0,0,0
70,1624,0,0,1,1
70,1670,0,0,0,0
70,1808,0,0,1,1
70,1810,0,0,0,0
70,1823,0,0,0,0
70,1834,0,0,0,0
70,2955,1,0,0,0
70,3002,1,1,0,0
70,3017,1,1,0,0
70,3058,1,1,0,0
70,4044,0,0,0,0
70,4738,1,1,0,0
70,5725,1,0,0,0
70,5730,0,0,0,1
70,5731,0,0,1,0
70,5732,0,0,0,0
70,5733,0,0,1,1
70,5734,0,0,0,0
70,5737,0,0,1,1
70,5752,0,0,0,0
70,5758,0,0,0,0
70,5768,1,1,0,0
70,5772,1,1,0,0
70,5774,1,1,0,0
70,5778,0,0,0,0
70,5781,0,0,0,0
70,5783,0,0,0,0
70,5785,0,0,1,1
70,5793,1,1,0,0
70,5797,0,0,1,0
70,5817,0,0,1,1
70,5819,0,0,1,1
70,5828,0,0,1,1
70,5833,0,0,0,0
70,5841,0,0,0,0
70,5847,0,0,0,0
70,5863,0,0,1,1
70,5864,0,0,1,0
70,5867,0,0,1,1
70,5869,0,0,0,0
70,5870,0,0,0,0
70,5871,0,0,1,1
70,5873,0,0,0,0
70,5874,1,0,0,0
70,5878,0,0,0,0
70,5879,0,0,0,0
70,5891,1,0,0,0
70,5912,0,0,0,1
70,5913,0,0,0,0
70,5918,0,0,0,0
70,5919,1,1,0,0
70,5920,0,0,1,1
70,5921,1,0,0,1
70,5923,0,0,0,0
70,5938,0,0,0,0
70,5939,0,0,0,0
70,5943,0,0,0,0
70,5944,1,0,0,1
70,5946,1,1,0,0
70,5952,1,0,0,0
70,5953,1,1,0,0
70,5958,0,0,0,0
70,5963,0,0,0,1
70,5970,0,0,0,0
70,5971,0,0,1,0
70,5972,0,0,0,0
70,5988,0,0,0,0
70,5989,0,0,1,1
70,6205,0,0,0,0
70,6206,0,0,0,0
70,6207,0,0,0,0
70,6208,1,0,0,0
70,6209,1,1,0,0
70,6210,0,0,0,0
70,6212,0,0,0,0
70,6213,1,1,0,0
70,6214,1,0,0,0
70,6218,0,0,0,0
70,6219,0,0,0,0
70,6220,0,0,1,1
70,6221,1,0,0,0
70,6222,0,0,0,0
70,6223,1,1,0,0
70,6224,1,1,0,0
70,6225,0,0,0,0
70,6226,1,1,0,0
70,6228,0,0,1,1
70,6230,0,0,0,0
70,6231,0,0,0,0
70,6232,0,0,0,0
70,6233,0,0,0,0
70,6234,1,1,0,0
70,6235,0,0,0,0
70,6236,0,0,0,0
70,6238,0,0,0,0
70,6239,0,0,0,0
70,6242,0,0,1,0
70,6243,0,0,0,0
70,6245,0,0,1,1
70,6246,0,0,1,0
70,6248,1,1,0,0
70,6249,0,0,0,0
70,6250,0,0,0,0
70,6251,1,1,0,0
70,6253,0,0,0,0
70,6255,1,1,0,0
70,6256,0,0,0,0
70,6257,0,0,1,1
70,6259,0,0,0,0
70,6260,0,0,0,0
70,6261,0,0,0,0
70,6262,0,0,0,0
70,6264,1,1,0,0
70,6265,0,0,0,0
70,6267,1,1,0,0
70,6268,0,0,1,0
70,6269,0,0,1,0
70,6270,0,0,0,0
70,6272,0,0,0,0
70,6273,0,0,0,0
70,6274,1,1,0,0
70,6275,0,0,0,0
70,6276,0,0,0,0
70,6277,0,0,1,1
70,6278,1,0,0,1
70,6279,1,1,0,0
70,6280,1,1,0,0
70,6281,1,0,0,1
70,6282,0,0,1,1
70,6284,0,0,0,0
70,6285,1,0,0,0
70,6286,0,0,1,1
70,6287,1,1,0,0
70,6288,0,0,0,1
70,6289,0,0,1,1
70,6290,0,0,0,0
70,6291,0,0,0,0
70,6292,1,1,0,0
70,6293,0,0,1,1
70,6631,0,0,1,1
70,6696,1,1,0,0
71,1036,0,0,0,0
71,1531,0,0,0,0
71,1540,0,0,0,1
71,1545,0,0,0,0
71,1546,0,0,0,0
71,1557,0,0,0,0
71,1559,0,0,1,1
71,1596,0,0,1,1
71,1612,0,0,0,0
71,1624,0,0,0,0
71,1808,0,0,0,0
71,1823,0,0,0,0
71,1834,1,0,0,0
71,2955,0,0,1,1
71,4044,0,0,0,0
71,4456,1,1,0,0
71,5725,0,0,0,0
71,5730,0,0,1,1
71,5733,0,0,0,0
71,5734,0,0,1,1
71,5737,0,0,0,0
71,5785,0,0,0,0
71,5793,1,1,0,0
71,5797,0,0,0,0
71,5863,0,0,1,1
71,5864,0,0,0,1
71,5869,0,0,1,1
71,5870,0,0,1,1
71,5871,0,0,0,0
71,5878,0,0,0,0
71,5879,0,0,1,1
71,5891,0,0,0,0
71,5912,0,0,0,0
71,5913,0,0,0,0
71,5918,1,0,0,0
71,5938,0,0,1,1
71,5943,0,0,1,1
71,5946,1,1,0,0
71,5952,0,0,1,1
71,5963,0,0,0,0
71,5970,0,0,0,0
71,5971,0,0,0,0
71,5972,0,0,1,1
71,5988,0,0,0,0
71,5989,0,0,1,0
71,6205,0,0,0,1
71,6206,0,0,1,1
71,6207,0,0,0,0
71,6208,0,0,0,0
71,6209,0,0,0,0
71,6210,1,0,0,0
71,6212,0,0,0,0
71,6219,0,0,1,1
71,6220,0,0,1,1
71,6221,0,0,0,0
71,6224,1,1,0,0
71,6225,0,0,0,0
71,6230,0,0,0,0
71,6234,0,0,0,0
71,6238,0,0,0,0
71,6242,0,0,1,1
71,6245,0,0,0,0
71,6246,1,1,0,0
71,6250,0,0,0,0
71,6251,1,1,0,0
71,6253,0,0,0,0
71,6255,0,0,0,0
71,6257,0,0,0,0
71,6258,0,0,0,0
71,6264,0,0,0,0
71,6265,0,0,0,0
71,6268,0,0,1,1
71,6269,0,0,1,1
71,6270,0,0,0,0
71,6272,0,0,0,0
71,6273,0,0,0,0
71,6274,0,0,1,1
71,6287,0,0,1,1
71,6291,1,0,0,0
71,6631,0,0,0,0
72,454,0,0,1,1
72,1528,0,0,0,0
72,1534,0,0,0,0
72,1536,0,0,1,1
72,1543,0,0,0,0
72,1554,0,0,1,1
72,1558,0,0,0,0
